页签,序号,项目名称,分类,上游地址,仓库是否删除,entity_type
鲲鹏,132,MySQL,数据库,https://github.com/mysql/mysql-server,,repo
鲲鹏,133,MariaDB,数据库,https://github.com/MariaDB/server,,repo
鲲鹏,134,PostgreSQL,数据库,https://git.postgresql.org/git/postgresql.git,,repo
鲲鹏,135,MongoDB,数据库,https://github.com/mongodb/mongo,,repo
鲲鹏,136,RocksDB,数据库,https://github.com/facebook/rocksdb,,repo
鲲鹏,137,TiDB,数据库,https://github.com/pingcap/tidb,,repo
鲲鹏,138,InfluxDB,数据库,https://github.com/influxdata/influxdb,,repo
鲲鹏,139,SQLite,数据库,https://sqlite.org/src,,repo
鲲鹏,140,Cassandra,数据库,https://github.com/apache/cassandra,,repo
鲲鹏,141,etcd,数据库,https://github.com/etcd-io/etcd,,repo
鲲鹏,142,LevelDB,数据库,https://github.com/google/leveldb,,repo
鲲鹏,143,OrientDB,数据库,https://github.com/orientechnologies/orientdb,,repo
鲲鹏,144,Neo4j,数据库,https://github.com/neo4j/neo4j,,repo
鲲鹏,145,gcc,基础库&加速库,https://github.com/gcc-mirror/gcc,,repo
鲲鹏,146,OpenJDK,基础库&加速库,https://github.com/openjdk/jdk,,repo
鲲鹏,147,CMake,基础库&加速库,https://gitlab.kitware.com/cmake/cmake,,repo
鲲鹏,148,Clang,基础库&加速库,https://github.com/llvm/llvm-project,,repo
鲲鹏,149,GDB,基础库&加速库,https://ftp.gnu.org/gnu/gdb/,,repo
鲲鹏,150,Maven,基础库&加速库,https://github.com/apache/maven,,repo
鲲鹏,151,Ant,基础库&加速库,https://github.com/apache/ant,,repo
鲲鹏,152,Scala,基础库&加速库,https://github.com/scala/scala,,repo
鲲鹏,153,Python,基础库&加速库,https://github.com/python,,organization
鲲鹏,154,Golang,基础库&加速库,https://github.com/golang/go,,repo
鲲鹏,155,Lua,基础库&加速库,https://www.lua.org/source/,,repo
鲲鹏,156,Perl,基础库&加速库,https://github.com/Perl/perl5,,repo
鲲鹏,157,Ruby,基础库&加速库,https://github.com/ruby/ruby,,repo
鲲鹏,158,R,基础库&加速库,https://svn.r-project.org/R/,,repo
鲲鹏,159,Gradle,基础库&加速库,https://github.com/gradle/gradle,,repo
鲲鹏,160,Erlang,基础库&加速库,https://github.com/erlang/otp,,repo
鲲鹏,161,Google Test,基础库&加速库,https://github.com/google/googletest,,repo
鲲鹏,162,SKLearn,基础库&加速库,https://github.com/scikit-learn/scikit-learn,,repo
鲲鹏,163,APR-util,基础库&加速库,https://github.com/apache/apr-util,,repo
鲲鹏,164,TypeScript,基础库&加速库,https://github.com/microsoft/TypeScript,,repo
鲲鹏,165,Git,基础库&加速库,https://github.com/git/git,,repo
鲲鹏,166,Jenkins,基础库&加速库,https://github.com/jenkinsci/jenkins,,repo
鲲鹏,167,npm,基础库&加速库,https://github.com/meteorhacks/npm,,repo
鲲鹏,168,catj,基础库&加速库,https://github.com/soheilpro/catj,,repo
鲲鹏,169,bcrypt,基础库&加速库,https://github.com/pyca/bcrypt,,repo
鲲鹏,170,busybox,基础库&加速库,https://github.com/mirror/busybox,,repo
鲲鹏,171,Expat,基础库&加速库,https://github.com/libexpat/libexpat,,repo
鲲鹏,172,FlatBuffers,基础库&加速库,https://github.com/google/flatbuffers,,repo
鲲鹏,173,GMP,基础库&加速库,https://gmplib.org/repo/,,unknown
鲲鹏,174,Hiredis,基础库&加速库,https://github.com/redis/hiredis,,repo
鲲鹏,175,libmpc,基础库&加速库,http://www.multiprecision.org/,,unknown
鲲鹏,176,Libxml2,基础库&加速库,https://gitlab.gnome.org/GNOME/libxml2,,repo
鲲鹏,177,MPFR,基础库&加速库,https://gitlab.inria.fr/mpfr/mpfr,,repo
鲲鹏,178,Next.js,基础库&加速库,https://github.com/vercel/next.js,,repo
鲲鹏,179,pcre,基础库&加速库,https://github.com/PCRE2Project/pcre2,,repo
鲲鹏,180,PHP,基础库&加速库,https://github.com/php/php-src,,repo
鲲鹏,181,React,基础库&加速库,https://github.com/facebook/react,,repo
鲲鹏,182,Rinetd,基础库&加速库,https://github.com/samhocevar/rinetd,,repo
鲲鹏,183,SCons,基础库&加速库,https://github.com/SCons/scons,,repo
鲲鹏,184,Netty,基础库&加速库,https://github.com/netty/netty,,repo
鲲鹏,185,Boost,基础库&加速库,https://github.com/boostorg/boost,,repo
鲲鹏,186,Protobuf,基础库&加速库,https://github.com/protocolbuffers/protobuf,,repo
鲲鹏,187,Libevent,基础库&加速库,https://github.com/libevent/libevent,,repo
鲲鹏,188,Wireshark,基础库&加速库,https://gitlab.com/wireshark/wireshark,,repo
鲲鹏,189,JUnit,基础库&加速库,https://github.com/junit-team/junit-framework,,repo
鲲鹏,190,DHCP,基础库&加速库,https://github.com/insomniacslk/dhcp,,repo
鲲鹏,191,DNSmasq,基础库&加速库,https://github.com/coddec/Classic-Shell,,repo
鲲鹏,192,FastJSON,基础库&加速库,https://github.com/alibaba/fastjson2,,repo
鲲鹏,193,grpc-java,基础库&加速库,https://github.com/grpc/grpc-java,,repo
鲲鹏,194,jemalloc,基础库&加速库,https://github.com/jemalloc/jemalloc,,repo
鲲鹏,195,ActiveMQ,基础库&加速库,https://github.com/apache/activemq,,repo
鲲鹏,196,RabbitMQ,基础库&加速库,https://github.com/rabbitmq/rabbitmq-server,,repo
鲲鹏,197,Ansible,基础库&加速库,https://github.com/ansible/ansible,,repo
鲲鹏,198,APR,基础库&加速库,https://github.com/apache/apr,,repo
鲲鹏,199,Filebeat,基础库&加速库,https://github.com/elastic/beats,,repo
鲲鹏,200,fmt,基础库&加速库,https://github.com/fmtlib/fmt,,repo
鲲鹏,201,Geos,基础库&加速库,https://github.com/libgeos/geos,,repo
鲲鹏,202,libconfig,基础库&加速库,https://github.com/hyperrealm/libconfig,,repo
鲲鹏,203,Memtester,基础库&加速库,https://pyropus.ca./software/memtester/,,unknown
鲲鹏,204,Netdata,基础库&加速库,https://github.com/netdata/netdata,,repo
鲲鹏,205,psutil,基础库&加速库,https://github.com/giampaolo/psutil,,repo
鲲鹏,206,RE2,基础库&加速库,https://github.com/google/re2,,repo
鲲鹏,207,Rsyslog,基础库&加速库,https://github.com/rsyslog/rsyslog,,repo
鲲鹏,208,Shiny,基础库&加速库,https://github.com/efremidze/Shiny,,repo
鲲鹏,209,Swagger UI,基础库&加速库,https://github.com/swagger-api/swagger-ui,,repo
鲲鹏,210,TinyXML,基础库&加速库,https://github.com/leethomason/tinyxml2,,repo
鲲鹏,211,Tornado,基础库&加速库,https://github.com/tornadoweb/tornado,,repo
鲲鹏,212,Vue,基础库&加速库,https://github.com/vuejs/vue,,repo
鲲鹏,213,canal,基础库&加速库,https://github.com/alibaba/canal,,repo
鲲鹏,214,curl,基础库&加速库,https://github.com/curl/curl,,repo
鲲鹏,215,Grafana,基础库&加速库,https://github.com/grafana/grafana,,repo
鲲鹏,216,Guacamole,基础库&加速库,https://github.com/apache/guacamole-server,,repo
鲲鹏,217,log4cpp,基础库&加速库,https://github.com/orocos-toolchain/log4cpp,,repo
鲲鹏,218,LZO,基础库&加速库,http://www.oberhumer.com/opensource/lzo/,,unknown
鲲鹏,219,PaceMaker,基础库&加速库,https://github.com/ClusterLabs/pacemaker,,repo
鲲鹏,220,pigz,基础库&加速库,https://github.com/madler/pigz,,repo
鲲鹏,221,Quartz,基础库&加速库,https://github.com/quartz-scheduler/quartz,,repo
鲲鹏,222,Sphinx,基础库&加速库,https://github.com/sphinx-doc/sphinx,,repo
鲲鹏,223,Telegraf,基础库&加速库,https://github.com/influxdata/telegraf,,repo
鲲鹏,224,Tesseract,基础库&加速库,https://github.com/tesseract-ocr/tesseract,,repo
鲲鹏,225,ZeroMQ,基础库&加速库,https://github.com/zeromq/libzmq,,repo
鲲鹏,226,grpc,基础库&加速库,https://github.com/grpc/grpc,,repo
鲲鹏,227,consul,基础库&加速库,https://github.com/hashicorp/consul,,repo
鲲鹏,228,Kong,基础库&加速库,https://github.com/Kong/kong,,repo
鲲鹏,229,PyTorch,搜广推,https://github.com/pytorch/pytorch,,repo
鲲鹏,230,Tensorflow,搜广推,https://github.com/tensorflow/tensorflow,,repo
鲲鹏,231,PaddlePaddle,搜广推,https://github.com/PaddlePaddle/Paddle,,repo
鲲鹏,232,caffe,搜广推,https://github.com/BVLC/caffe,,repo
鲲鹏,233,horovod,搜广推,https://github.com/horovod/horovod,,repo
鲲鹏,234,Fio,基础库&加速库,https://github.com/axboe/fio,,repo
鲲鹏,235,iperf,基础库&加速库,https://github.com/esnet/iperf,,repo
鲲鹏,236,Netperf,基础库&加速库,https://github.com/HewlettPackard/netperf,,repo
鲲鹏,237,sysbench,基础库&加速库,https://github.com/akopytov/sysbench,,repo
鲲鹏,238,UnixBench,基础库&加速库,https://github.com/kdlucas/byte-unixbench,,repo
鲲鹏,239,WebBench,基础库&加速库,https://github.com/EZLippi/WebBench,,repo
鲲鹏,240,siege,基础库&加速库,https://github.com/JoeDog/siege,,repo
鲲鹏,241,Wrk,基础库&加速库,https://github.com/wg/wrk,,repo
鲲鹏,242,Bioconda,HPC,https://github.com/bioconda/,,organization
鲲鹏,243,Bioconductor,HPC,https://github.com/bioconductor,,organization
鲲鹏,244,BWA,HPC,https://github.com/lh3/bwa,,repo
鲲鹏,245,GATK,HPC,https://github.com/broadinstitute/gatk,,repo
鲲鹏,246,Relion,HPC,https://github.com/3dem/relion,,repo
鲲鹏,247,AlphaFold2,HPC,https://github.com/google-deepmind/alphafold,,repo
鲲鹏,248,HMMER,HPC,https://github.com/EddyRivasLab/hmmer,,repo
鲲鹏,249,OpenHPC,HPC,https://github.com/openhpc/ohpc,,repo
鲲鹏,250,Lammps,HPC,https://github.com/lammps/lammps,,repo
鲲鹏,251,VASP,HPC,https://www.vasp.at/,,unknown
鲲鹏,252,CP2K,HPC,https://github.com/cp2k/cp2k,,repo
鲲鹏,253,QuantumEspresso,HPC,https://gitlab.com/QEF/q-e,,repo
鲲鹏,254,GROMACS,HPC,https://gitlab.com/gromacs/gromacs,,repo
鲲鹏,255,Nwchem,HPC,https://github.com/nwchemgit/nwchem,,repo
鲲鹏,256,Amber tools,HPC,https://ambermd.org/index.php,,unknown
鲲鹏,257,WRF,HPC,https://github.com/wrf-model/WRF,,repo
鲲鹏,258,CESM,HPC,https://github.com/ESCOMP/CESM,,repo
鲲鹏,259,NEMO,HPC,https://github.com/linuxmint/nemo,,repo
鲲鹏,260,WAVEWATCH III,HPC,https://github.com/csdms/bmi-wavewatch3,,repo
鲲鹏,261,LASTZ,HPC,https://github.com/lastz/lastz,,repo
鲲鹏,262,OpenFOAM,HPC,https://openfoam.org/release/,,unknown
鲲鹏,263,eman2,HPC,https://github.com/cryoem/eman2,,repo
鲲鹏,264,genewise,HPC,https://www.ebi.ac.uk/~birney/wise2/,,unknown
鲲鹏,265,FSL,HPC,https://git.fmrib.ox.ac.uk/fsl/fslpy,,repo
鲲鹏,266,OpenLB,HPC,https://www.openlb.net/,,unknown
鲲鹏,267,SimpleITK,HPC,https://github.com/SimpleITK/SimpleITK,,repo
鲲鹏,268,3DSlicer,HPC,https://github.com/Slicer/Slicer,,repo
鲲鹏,269,bismark,HPC,https://github.com/FelixKrueger/Bismark,,repo
鲲鹏,270,Primer3,HPC,https://github.com/primer3-org/primer3,,repo
鲲鹏,271,featureCounts,HPC,https://subread.sourceforge.net/,,repo
鲲鹏,272,nanopack,HPC,https://github.com/wdecoster/nanopack,,repo
鲲鹏,273,GRAPHMAP,HPC,https://github.com/lbcb-sci/graphmap2,,repo
鲲鹏,274,GRIDSS,HPC,https://github.com/PapenfussLab/gridss,,repo
鲲鹏,275,Lumpy,HPC,https://github.com/arq5x/lumpy-sv,,repo
鲲鹏,276,Manta,HPC,https://github.com/hql287/Manta,,repo
鲲鹏,277,RepeatModeler,HPC,https://github.com/Dfam-consortium/RepeatModeler,,repo
鲲鹏,278,rMATs,HPC,https://github.com/Xinglab/rmats-turbo,,repo
鲲鹏,279,trf,HPC,https://github.com/Benson-Genomics-Lab/TRF,,repo
鲲鹏,280,deeptools,HPC,https://github.com/deeptools/deepTools,,repo
鲲鹏,281,pilon,HPC,https://github.com/broadinstitute/pilon,,repo
鲲鹏,282,FigTRee,HPC,https://github.com/rambaut/figtree,,repo
鲲鹏,283,3d-dna,HPC,https://github.com/aidenlab/3d-dna,,repo
鲲鹏,284,ALLHiC,HPC,https://github.com/tanghaibao/allhic,,repo
鲲鹏,285,bamtools,HPC,https://github.com/pezmaster31/bamtools,,repo
鲲鹏,286,BUSCO,HPC,https://gitlab.com/ezlab/busco,,repo
鲲鹏,287,flye,HPC,https://github.com/mikolmogorov/Flye,,repo
鲲鹏,288,Muscle,HPC,https://github.com/rcedgar/muscle,,repo
鲲鹏,289,EIGENSOFT,HPC,https://github.com/DReichLab/EIG,,repo
鲲鹏,290,trimmomatic,HPC,https://github.com/usadellab/Trimmomatic,,repo
鲲鹏,291,Falcon,HPC,https://github.com/falconry/falcon,,repo
鲲鹏,292,AutoDock vina,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,,repo
鲲鹏,293,Tinker,HPC,https://github.com/TinkerTools/tinker,,repo
鲲鹏,294,repeatmasker,HPC,http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz,,unknown
鲲鹏,295,sambamba,HPC,https://github.com/biod/sambamba,,repo
鲲鹏,296,Cutadapt,HPC,https://github.com/marcelm/cutadapt,,repo
鲲鹏,297,hyphy,HPC,https://github.com/veg/hyphy,,repo
鲲鹏,298,minimap2,HPC,https://github.com/lh3/minimap2,,repo
鲲鹏,299,mummer,HPC,https://github.com/mummer4/mummer,,repo
鲲鹏,300,salmon,HPC,https://github.com/COMBINE-lab/salmon,,repo
鲲鹏,301,SoftSV,HPC,https://sourceforge.net/projects/softsv/,,repo
鲲鹏,302,smcpp,HPC,https://github.com/popgenmethods/smcpp,,repo
鲲鹏,303,glean,HPC,https://sourceforge.net/projects/glean-gene/,,repo
鲲鹏,304,trimal,HPC,https://github.com/inab/trimal,,repo
鲲鹏,305,mrbayes,HPC,https://github.com/NBISweden/MrBayes,,repo
鲲鹏,306,VaPoR,HPC,https://github.com/connor-lab/vapor,,repo
鲲鹏,307,fastx_toolkit,HPC,https://github.com/agordon/fastx_toolkit,,repo
鲲鹏,308,seqwish,HPC,https://github.com/pangenome/seqwish,,repo
鲲鹏,309,seqkit,HPC,https://github.com/shenwei356/seqkit,,repo
鲲鹏,310,MCscanX,HPC,https://github.com/wyp1125/MCScanX,,repo
鲲鹏,311,bioawk,HPC,https://github.com/lh3/bioawk,,repo
鲲鹏,312,Mrtrix,HPC,https://github.com/MRtrix3/mrtrix3,,repo
鲲鹏,313,psmc,HPC,https://github.com/lh3/psmc,,repo
鲲鹏,314,metaeuk,HPC,https://github.com/soedinglab/metaeuk,,repo
鲲鹏,315,gnuplot,HPC,https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/,,repo
鲲鹏,316,MNE-python,HPC,https://github.com/mne-tools/mne-python,,repo
鲲鹏,317,centrifuge,HPC,https://github.com/DaehwanKimLab/centrifuge,,repo
鲲鹏,318,ClipKIT,HPC,https://github.com/JLSteenwyk/ClipKIT,,repo
鲲鹏,319,idba,HPC,https://github.com/loneknightpy/idba,,repo
鲲鹏,320,samblaster,HPC,https://github.com/GregoryFaust/samblaster,,repo
鲲鹏,321,SVseq2,HPC,https://sourceforge.net/projects/svseq2/files/svseq2_2/,,repo
鲲鹏,322,BayesTyper,HPC,https://github.com/bioinformatics-centre/BayesTyper,,repo
鲲鹏,323,Graphtyper2,HPC,https://github.com/DecodeGenetics/graphtyper,,repo
鲲鹏,324,TensorRT,HPC,https://github.com/NVIDIA/TensorRT,,repo
鲲鹏,325,jvarkit,HPC,https://github.com/lindenb/jvarkit,,repo
鲲鹏,326,Meraculous,HPC,https://jgi.doe.gov/data-and-tools/meraculous/,,unknown
鲲鹏,327,RepeatScout,HPC,https://github.com/Dfam-consortium/RepeatScout,,repo
鲲鹏,328,MOPAC,HPC,https://github.com/openmopac/mopac,,repo
鲲鹏,329,Yambo,HPC,http://www.yambo-code.org/,,unknown
鲲鹏,330,Cubep3m,HPC,https://github.com/jharno/cubep3m,,repo
鲲鹏,331,SWAN,HPC,https://swanmodel.sourceforge.io/,,repo
鲲鹏,332,dnacopy,HPC,https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html,,repo
鲲鹏,333,metapod,HPC,https://bioconductor.org/packages/3.20/bioc/html/metapod.html,,repo
鲲鹏,334,geneselectmmd,HPC,https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html,,repo
鲲鹏,335,maigespack,HPC,https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html,,repo
鲲鹏,336,fastseg,HPC,https://bioconductor.org/packages/3.20/bioc/html/fastseg.html,,repo
鲲鹏,337,batchelor,HPC,https://bioconductor.org/packages/3.20/bioc/html/batchelor.html,,repo
鲲鹏,338,methylkit,HPC,https://bioconductor.org/packages/3.20/bioc/html/methylKit.html,,repo
鲲鹏,339,monocle,HPC,https://bioconductor.org/packages/3.20/bioc/html/monocle.html,,repo
鲲鹏,340,biovizbase,HPC,https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html,,repo
鲲鹏,341,genomation,HPC,https://bioconductor.org/packages/3.20/bioc/html/genomation.html,,repo
鲲鹏,342,kebabs,HPC,https://bioconductor.org/packages/3.20/bioc/html/kebabs.html,,repo
鲲鹏,343,Doris,大数据,https://github.com/apache/doris,,repo
鲲鹏,344,Cubefs,分布式存储,https://github.com/cubefs/cubefs,,repo
鲲鹏,345,fuse,分布式存储,"fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux",,repo
鲲鹏,346,Milvus,数据库,https://github.com/milvus-io/milvus,,repo
鲲鹏,347,OceanBase,数据库,https://github.com/oceanbase/oceanbase,,repo
鲲鹏,348,O3DE,虚拟化,https://github.com/o3de/o3de,,repo
鲲鹏,349,Strongswan,虚拟化,https://github.com/strongswan/strongswan,,repo
