页签,序号,项目名称,分类,上游地址,entity_type,reason
鲲鹏,129,Spring Boot,Web,https://github.com/spring-projects/spring-boot,repo,脚本分类: github.com/spring-projects/spring-boot
鲲鹏,130,Tengine,Web,https://github.com/alibaba/tengine,repo,脚本分类: github.com/alibaba/tengine
鲲鹏,131,LVS,Web,在内核集成,repo,LLM分类: Linux Virtual Server是Linux内核子系统(IPVS)，属于单一代码组件
鲲鹏,132,MySQL,数据库,https://github.com/mysql/mysql-server,repo,脚本分类: github.com/mysql/mysql-server
鲲鹏,133,MariaDB,数据库,https://github.com/mariadb/server,repo,脚本分类: github.com/mariadb/server
鲲鹏,134,PostgreSQL,数据库,https://github.com/postgres/postgres,repo,脚本分类: github.com/postgres/postgres
鲲鹏,135,MongoDB,数据库,https://github.com/mongodb/mongo,repo,脚本分类: github.com/mongodb/mongo
鲲鹏,136,RocksDB,数据库,https://github.com/facebook/rocksdb,repo,脚本分类: github.com/facebook/rocksdb
鲲鹏,137,TiDB,数据库,https://github.com/pingcap/tidb,repo,脚本分类: github.com/pingcap/tidb
鲲鹏,138,InfluxDB,数据库,https://github.com/influxdata/influxdb,repo,脚本分类: github.com/influxdata/influxdb
鲲鹏,139,SQLite,数据库,https://github.com/sqlite/sqlite,repo,脚本分类: github.com/sqlite/sqlite
鲲鹏,140,Cassandra,数据库,https://github.com/apache/cassandra,repo,脚本分类: github.com/apache/cassandra
鲲鹏,141,etcd,数据库,https://github.com/etcd-io/etcd,repo,脚本分类: github.com/etcd-io/etcd
鲲鹏,142,LevelDB,数据库,https://github.com/google/leveldb,repo,脚本分类: github.com/google/leveldb
鲲鹏,143,OrientDB,数据库,https://github.com/orientechnologies/orientdb,repo,脚本分类: github.com/orientechnologies/orientdb
鲲鹏,144,Neo4j,数据库,https://github.com/neo4j/neo4j,repo,脚本分类: github.com/neo4j/neo4j
鲲鹏,145,gcc,基础库&加速库,https://github.com/gcc-mirror/gcc,repo,脚本分类: github.com/gcc-mirror/gcc
鲲鹏,146,OpenJDK,基础库&加速库,https://github.com/openjdk/jdk,repo,脚本分类: github.com/openjdk/jdk
鲲鹏,147,CMake,基础库&加速库,https://github.com/kitware/cmake,repo,脚本分类: github.com/kitware/cmake
鲲鹏,148,Clang,基础库&加速库,https://github.com/llvm/llvm-project,repo,脚本分类: github.com/llvm/llvm-project
鲲鹏,149,GDB,基础库&加速库,https://ftp.gnu.org/gnu/gdb/,repo,脚本分类: GNU project: gdb
鲲鹏,150,Maven,基础库&加速库,https://github.com/apache/maven,repo,脚本分类: github.com/apache/maven
鲲鹏,151,Ant,基础库&加速库,https://github.com/apache/ant,repo,脚本分类: github.com/apache/ant
鲲鹏,152,Scala,基础库&加速库,https://github.com/scala/scala,repo,脚本分类: github.com/scala/scala
鲲鹏,153,Python,基础库&加速库,https://github.com/python,organization,脚本分类: github.com/python (org-level URL)
鲲鹏,154,Golang,基础库&加速库,https://github.com/golang/go,repo,脚本分类: github.com/golang/go
鲲鹏,155,Lua,基础库&加速库,https://github.com/lua/lua,repo,脚本分类: github.com/lua/lua
鲲鹏,156,Perl,基础库&加速库,https://github.com/perl/perl5,repo,脚本分类: github.com/perl/perl5
鲲鹏,157,Ruby,基础库&加速库,https://github.com/ruby/ruby,repo,脚本分类: github.com/ruby/ruby
鲲鹏,158,R,基础库&加速库,https://github.com/wch/r-source,repo,脚本分类: github.com/wch/r-source
鲲鹏,159,Gradle,基础库&加速库,https://github.com/gradle/gradle,repo,脚本分类: github.com/gradle/gradle
鲲鹏,160,Erlang,基础库&加速库,https://github.com/erlang/otp,repo,脚本分类: github.com/erlang/otp
鲲鹏,161,Google Test,基础库&加速库,https://github.com/google/googletest,repo,脚本分类: github.com/google/googletest
鲲鹏,162,SKLearn,基础库&加速库,https://github.com/scikit-learn/scikit-learn,repo,脚本分类: github.com/scikit-learn/scikit-learn
鲲鹏,163,APR-util,基础库&加速库,https://github.com/apache/apr-util,repo,脚本分类: github.com/apache/apr-util
鲲鹏,164,TypeScript,基础库&加速库,https://github.com/microsoft/typescript,repo,脚本分类: github.com/microsoft/typescript
鲲鹏,165,Git,基础库&加速库,https://github.com/git/git,repo,脚本分类: github.com/git/git
鲲鹏,166,Jenkins,基础库&加速库,https://github.com/jenkinsci/jenkins,repo,脚本分类: github.com/jenkinsci/jenkins
鲲鹏,167,npm,基础库&加速库,https://github.com/meteorhacks/npm,repo,脚本分类: github.com/meteorhacks/npm
鲲鹏,168,catj,基础库&加速库,https://github.com/soheilpro/catj,repo,脚本分类: github.com/soheilpro/catj
鲲鹏,169,bcrypt,基础库&加速库,https://github.com/pyca/bcrypt,repo,脚本分类: github.com/pyca/bcrypt
鲲鹏,170,busybox,基础库&加速库,https://github.com/mirror/busybox,repo,脚本分类: github.com/mirror/busybox
鲲鹏,171,Expat,基础库&加速库,https://github.com/libexpat/libexpat,repo,脚本分类: github.com/libexpat/libexpat
鲲鹏,172,FlatBuffers,基础库&加速库,https://github.com/google/flatbuffers,repo,脚本分类: github.com/google/flatbuffers
鲲鹏,173,GMP,基础库&加速库,https://gmplib.org/repo/,repo,LLM分类: GNU Multiple Precision Arithmetic Library，单一数学库项目
鲲鹏,174,Hiredis,基础库&加速库,https://github.com/redis/hiredis,repo,脚本分类: github.com/redis/hiredis
鲲鹏,175,libmpc,基础库&加速库,http://www.multiprecision.org/,repo,LLM分类: GNU MPC是单一任意精度复数运算库
鲲鹏,176,Libxml2,基础库&加速库,https://github.com/gnome/libxml2,repo,脚本分类: github.com/gnome/libxml2
鲲鹏,177,MPFR,基础库&加速库,https://gitlab.inria.fr/mpfr/mpfr,repo,脚本分类: gitlab.inria.fr/mpfr/mpfr
鲲鹏,178,Next.js,基础库&加速库,https://github.com/vercel/next.js,repo,脚本分类: github.com/vercel/next.js
鲲鹏,179,pcre,基础库&加速库,https://github.com/pcre2project/pcre2,repo,脚本分类: github.com/pcre2project/pcre2
鲲鹏,180,PHP,基础库&加速库,https://github.com/php/php-src,repo,脚本分类: github.com/php/php-src
鲲鹏,181,React,基础库&加速库,https://github.com/facebook/react,repo,脚本分类: github.com/facebook/react
鲲鹏,182,Rinetd,基础库&加速库,https://github.com/samhocevar/rinetd,repo,脚本分类: github.com/samhocevar/rinetd
鲲鹏,183,SCons,基础库&加速库,https://github.com/scons/scons,repo,脚本分类: github.com/scons/scons
鲲鹏,184,Netty,基础库&加速库,https://github.com/netty/netty,repo,脚本分类: github.com/netty/netty
鲲鹏,185,Boost,基础库&加速库,https://github.com/boostorg/boost,repo,脚本分类: github.com/boostorg/boost
鲲鹏,186,Protobuf,基础库&加速库,https://github.com/protocolbuffers/protobuf,repo,脚本分类: github.com/protocolbuffers/protobuf
鲲鹏,187,Libevent,基础库&加速库,https://github.com/libevent/libevent,repo,脚本分类: github.com/libevent/libevent
鲲鹏,188,Wireshark,基础库&加速库,https://github.com/wireshark/wireshark,repo,脚本分类: github.com/wireshark/wireshark
鲲鹏,189,JUnit,基础库&加速库,https://github.com/junit-team/junit5,repo,脚本分类: github.com/junit-team/junit5
鲲鹏,190,DHCP,基础库&加速库,https://github.com/insomniacslk/dhcp,repo,脚本分类: github.com/insomniacslk/dhcp
鲲鹏,191,DNSmasq,基础库&加速库,https://github.com/coddec/classic-shell,repo,脚本分类: github.com/coddec/classic-shell
鲲鹏,192,FastJSON,基础库&加速库,https://github.com/alibaba/fastjson2,repo,脚本分类: github.com/alibaba/fastjson2
鲲鹏,193,grpc-java,基础库&加速库,https://github.com/grpc/grpc-java,repo,脚本分类: github.com/grpc/grpc-java
鲲鹏,194,jemalloc,基础库&加速库,https://github.com/jemalloc/jemalloc,repo,脚本分类: github.com/jemalloc/jemalloc
鲲鹏,195,ActiveMQ,基础库&加速库,https://github.com/apache/activemq,repo,脚本分类: github.com/apache/activemq
鲲鹏,196,RabbitMQ,基础库&加速库,https://github.com/rabbitmq/rabbitmq-server,repo,脚本分类: github.com/rabbitmq/rabbitmq-server
鲲鹏,197,Ansible,基础库&加速库,https://github.com/ansible/ansible,repo,脚本分类: github.com/ansible/ansible
鲲鹏,198,APR,基础库&加速库,https://github.com/apache/apr,repo,脚本分类: github.com/apache/apr
鲲鹏,199,Filebeat,基础库&加速库,https://github.com/elastic/beats,repo,脚本分类: github.com/elastic/beats
鲲鹏,200,fmt,基础库&加速库,https://github.com/fmtlib/fmt,repo,脚本分类: github.com/fmtlib/fmt
鲲鹏,201,Geos,基础库&加速库,https://github.com/libgeos/geos,repo,脚本分类: github.com/libgeos/geos
鲲鹏,202,libconfig,基础库&加速库,https://github.com/hyperrealm/libconfig,repo,脚本分类: github.com/hyperrealm/libconfig
鲲鹏,203,Memtester,基础库&加速库,https://pyropus.ca./software/memtester/,repo,LLM分类: 单一内存测试工具软件
鲲鹏,204,Netdata,基础库&加速库,https://github.com/netdata/netdata,repo,脚本分类: github.com/netdata/netdata
鲲鹏,205,psutil,基础库&加速库,https://github.com/giampaolo/psutil,repo,脚本分类: github.com/giampaolo/psutil
鲲鹏,206,RE2,基础库&加速库,https://github.com/google/re2,repo,脚本分类: github.com/google/re2
鲲鹏,207,Rsyslog,基础库&加速库,https://github.com/rsyslog/rsyslog,repo,脚本分类: github.com/rsyslog/rsyslog
鲲鹏,208,Shiny,基础库&加速库,https://github.com/efremidze/shiny,repo,脚本分类: github.com/efremidze/shiny
鲲鹏,209,Swagger UI,基础库&加速库,https://github.com/swagger-api/swagger-ui,repo,脚本分类: github.com/swagger-api/swagger-ui
鲲鹏,210,TinyXML,基础库&加速库,https://github.com/leethomason/tinyxml2,repo,脚本分类: github.com/leethomason/tinyxml2
鲲鹏,211,Tornado,基础库&加速库,https://github.com/tornadoweb/tornado,repo,脚本分类: github.com/tornadoweb/tornado
鲲鹏,212,Vue,基础库&加速库,https://github.com/vuejs/vue,repo,脚本分类: github.com/vuejs/vue
鲲鹏,213,canal,基础库&加速库,https://github.com/alibaba/canal,repo,脚本分类: github.com/alibaba/canal
鲲鹏,214,curl,基础库&加速库,https://github.com/curl/curl,repo,脚本分类: github.com/curl/curl
鲲鹏,215,Grafana,基础库&加速库,https://github.com/grafana/grafana,repo,脚本分类: github.com/grafana/grafana
鲲鹏,216,Guacamole,基础库&加速库,https://github.com/apache/guacamole-server,repo,脚本分类: github.com/apache/guacamole-server
鲲鹏,217,log4cpp,基础库&加速库,https://github.com/orocos-toolchain/log4cpp,repo,脚本分类: github.com/orocos-toolchain/log4cpp
鲲鹏,218,LZO,基础库&加速库,http://www.oberhumer.com/opensource/lzo/,repo,LLM分类: 单一数据压缩库
鲲鹏,219,PaceMaker,基础库&加速库,https://github.com/clusterlabs/pacemaker,repo,脚本分类: github.com/clusterlabs/pacemaker
鲲鹏,220,pigz,基础库&加速库,https://github.com/madler/pigz,repo,脚本分类: github.com/madler/pigz
鲲鹏,221,Quartz,基础库&加速库,https://github.com/quartz-scheduler/quartz,repo,脚本分类: github.com/quartz-scheduler/quartz
鲲鹏,222,Sphinx,基础库&加速库,https://github.com/sphinx-doc/sphinx,repo,脚本分类: github.com/sphinx-doc/sphinx
鲲鹏,223,Telegraf,基础库&加速库,https://github.com/influxdata/telegraf,repo,脚本分类: github.com/influxdata/telegraf
鲲鹏,224,Tesseract,基础库&加速库,https://github.com/tesseract-ocr/tesseract,repo,脚本分类: github.com/tesseract-ocr/tesseract
鲲鹏,225,ZeroMQ,基础库&加速库,https://github.com/zeromq/libzmq,repo,脚本分类: github.com/zeromq/libzmq
鲲鹏,226,grpc,基础库&加速库,https://github.com/grpc/grpc,repo,脚本分类: github.com/grpc/grpc
鲲鹏,227,consul,基础库&加速库,https://github.com/hashicorp/consul,repo,脚本分类: github.com/hashicorp/consul
鲲鹏,228,Kong,基础库&加速库,https://github.com/kong/kong,repo,脚本分类: github.com/kong/kong
鲲鹏,229,PyTorch,搜广推,https://github.com/pytorch/pytorch,repo,脚本分类: github.com/pytorch/pytorch
鲲鹏,230,Tensorflow,搜广推,https://github.com/tensorflow/tensorflow,repo,脚本分类: github.com/tensorflow/tensorflow
鲲鹏,231,PaddlePaddle,搜广推,https://github.com/PaddlePaddle/Paddle,repo,脚本分类: github.com/PaddlePaddle/Paddle
鲲鹏,232,caffe,搜广推,https://github.com/bvlc/caffe,repo,脚本分类: github.com/bvlc/caffe
鲲鹏,233,horovod,搜广推,https://github.com/horovod/horovod,repo,脚本分类: github.com/horovod/horovod
鲲鹏,234,Fio,基础库&加速库,https://github.com/axboe/fio,repo,脚本分类: github.com/axboe/fio
鲲鹏,235,iperf,基础库&加速库,https://github.com/esnet/iperf,repo,脚本分类: github.com/esnet/iperf
鲲鹏,236,Netperf,基础库&加速库,https://github.com/hewlettpackard/netperf,repo,脚本分类: github.com/hewlettpackard/netperf
鲲鹏,237,sysbench,基础库&加速库,https://github.com/akopytov/sysbench,repo,脚本分类: github.com/akopytov/sysbench
鲲鹏,238,UnixBench,基础库&加速库,https://github.com/kdlucas/byte-unixbench,repo,脚本分类: github.com/kdlucas/byte-unixbench
鲲鹏,239,WebBench,基础库&加速库,https://github.com/ezlippi/webbench,repo,脚本分类: github.com/ezlippi/webbench
鲲鹏,240,siege,基础库&加速库,https://github.com/joedog/siege,repo,脚本分类: github.com/joedog/siege
鲲鹏,241,Wrk,基础库&加速库,https://github.com/wg/wrk,repo,脚本分类: github.com/wg/wrk
鲲鹏,242,Bioconda,HPC,https://github.com/bioconda/,organization,脚本分类: github.com/bioconda (org-level URL)
鲲鹏,243,Bioconductor,HPC,https://github.com/bioconductor,organization,脚本分类: github.com/bioconductor (org-level URL)
鲲鹏,244,BWA,HPC,https://github.com/lh3/bwa,repo,脚本分类: github.com/lh3/bwa
鲲鹏,245,GATK,HPC,https://github.com/broadinstitute/gatk,repo,脚本分类: github.com/broadinstitute/gatk
鲲鹏,246,Relion,HPC,https://github.com/3dem/relion,repo,脚本分类: github.com/3dem/relion
鲲鹏,247,AlphaFold2,HPC,https://github.com/google-deepmind/alphafold,repo,脚本分类: github.com/google-deepmind/alphafold
鲲鹏,248,HMMER,HPC,https://github.com/eddyrivaslab/hmmer,repo,脚本分类: github.com/eddyrivaslab/hmmer
鲲鹏,249,OpenHPC,HPC,https://github.com/openhpc/ohpc,repo,脚本分类: github.com/openhpc/ohpc
鲲鹏,250,Lammps,HPC,https://github.com/lammps/lammps,repo,脚本分类: github.com/lammps/lammps
鲲鹏,251,VASP,HPC,https://www.vasp.at/,repo,LLM分类: Vienna Ab initio Simulation Package，单一量子力学计算软件包
鲲鹏,252,CP2K,HPC,https://github.com/cp2k/cp2k,repo,脚本分类: github.com/cp2k/cp2k
鲲鹏,253,QuantumEspresso,HPC,https://github.com/qef/q-e,repo,脚本分类: github.com/qef/q-e
鲲鹏,254,GROMACS,HPC,https://github.com/gromacs/gromacs,repo,脚本分类: github.com/gromacs/gromacs
鲲鹏,255,Nwchem,HPC,https://github.com/nwchemgit/nwchem,repo,脚本分类: github.com/nwchemgit/nwchem
鲲鹏,256,Amber tools,HPC,https://ambermd.org/index.php,repo,LLM分类: AmberTools是单一分子动力学模拟工具包
鲲鹏,257,WRF,HPC,https://github.com/wrf-model/wrf,repo,脚本分类: github.com/wrf-model/wrf
鲲鹏,258,CESM,HPC,https://github.com/escomp/cesm,repo,脚本分类: github.com/escomp/cesm
鲲鹏,259,NEMO,HPC,https://github.com/linuxmint/nemo,repo,脚本分类: github.com/linuxmint/nemo
鲲鹏,260,WAVEWATCH III,HPC,https://github.com/csdms/bmi-wavewatch3,repo,脚本分类: github.com/csdms/bmi-wavewatch3
鲲鹏,261,LASTZ,HPC,https://github.com/lastz/lastz,repo,脚本分类: github.com/lastz/lastz
鲲鹏,262,OpenFOAM,HPC,https://openfoam.org/release/,repo,LLM分类: 单一计算流体力学(CFD)开源软件
鲲鹏,263,eman2,HPC,https://github.com/cryoem/eman2,repo,脚本分类: github.com/cryoem/eman2
鲲鹏,264,genewise,HPC,https://www.ebi.ac.uk/~birney/wise2/,repo,LLM分类: EBI开发的单一基因预测生物信息学工具
鲲鹏,265,FSL,HPC,https://git.fmrib.ox.ac.uk/fsl/fslpy,repo,脚本分类: git.fmrib.ox.ac.uk/fsl/fslpy
鲲鹏,266,OpenLB,HPC,https://www.openlb.net/,repo,LLM分类: 单一开源格子玻尔兹曼方法库
鲲鹏,267,SimpleITK,HPC,https://github.com/simpleitk/simpleitk,repo,脚本分类: github.com/simpleitk/simpleitk
鲲鹏,268,3DSlicer,HPC,https://github.com/slicer/slicer,repo,脚本分类: github.com/slicer/slicer
鲲鹏,269,bismark,HPC,https://github.com/felixkrueger/bismark,repo,脚本分类: github.com/felixkrueger/bismark
鲲鹏,270,Primer3,HPC,https://github.com/primer3-org/primer3,repo,脚本分类: github.com/primer3-org/primer3
鲲鹏,271,featureCounts,HPC,https://subread.sourceforge.net/,repo,脚本分类: subread.sourceforge (project site)
鲲鹏,272,nanopack,HPC,https://github.com/wdecoster/nanopack,repo,脚本分类: github.com/wdecoster/nanopack
鲲鹏,273,GRAPHMAP,HPC,https://github.com/lbcb-sci/graphmap2,repo,脚本分类: github.com/lbcb-sci/graphmap2
鲲鹏,274,GRIDSS,HPC,https://github.com/papenfusslab/gridss,repo,脚本分类: github.com/papenfusslab/gridss
鲲鹏,275,Lumpy,HPC,https://github.com/arq5x/lumpy-sv,repo,脚本分类: github.com/arq5x/lumpy-sv
鲲鹏,276,Manta,HPC,https://github.com/hql287/manta,repo,脚本分类: github.com/hql287/manta
鲲鹏,277,RepeatModeler,HPC,https://github.com/dfam-consortium/repeatmodeler,repo,脚本分类: github.com/dfam-consortium/repeatmodeler
鲲鹏,278,rMATs,HPC,https://github.com/xinglab/rmats-turbo,repo,脚本分类: github.com/xinglab/rmats-turbo
鲲鹏,279,trf,HPC,https://github.com/benson-genomics-lab/trf,repo,脚本分类: github.com/benson-genomics-lab/trf
鲲鹏,280,deeptools,HPC,https://github.com/deeptools/deeptools,repo,脚本分类: github.com/deeptools/deeptools
鲲鹏,281,pilon,HPC,https://github.com/broadinstitute/pilon,repo,脚本分类: github.com/broadinstitute/pilon
鲲鹏,282,FigTRee,HPC,https://github.com/rambaut/figtree,repo,脚本分类: github.com/rambaut/figtree
鲲鹏,283,3d-dna,HPC,https://github.com/aidenlab/3d-dna,repo,脚本分类: github.com/aidenlab/3d-dna
鲲鹏,284,ALLHiC,HPC,https://github.com/tanghaibao/allhic,repo,脚本分类: github.com/tanghaibao/allhic
鲲鹏,285,bamtools,HPC,https://github.com/pezmaster31/bamtools,repo,脚本分类: github.com/pezmaster31/bamtools
鲲鹏,286,BUSCO,HPC,https://gitlab.com/ezlab/busco,repo,脚本分类: gitlab.com/ezlab/busco
鲲鹏,287,flye,HPC,https://github.com/fenderglass/flye,repo,脚本分类: github.com/fenderglass/flye
鲲鹏,288,Muscle,HPC,https://github.com/rcedgar/muscle,repo,脚本分类: github.com/rcedgar/muscle
鲲鹏,289,EIGENSOFT,HPC,https://github.com/dreichlab/eig,repo,脚本分类: github.com/dreichlab/eig
鲲鹏,290,trimmomatic,HPC,https://github.com/usadellab/trimmomatic,repo,脚本分类: github.com/usadellab/trimmomatic
鲲鹏,291,Falcon,HPC,https://github.com/falconry/falcon,repo,脚本分类: github.com/falconry/falcon
鲲鹏,292,AutoDock vina,HPC,https://github.com/ccsb-scripps/autodock-vina,repo,脚本分类: github.com/ccsb-scripps/autodock-vina
鲲鹏,293,Tinker,HPC,https://github.com/tinkertools/tinker,repo,脚本分类: github.com/tinkertools/tinker
鲲鹏,294,repeatmasker,HPC,http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz,repo,LLM分类: 单一基因组重复序列屏蔽工具，URL指向tarball下载
鲲鹏,295,sambamba,HPC,https://github.com/biod/sambamba,repo,脚本分类: github.com/biod/sambamba
鲲鹏,296,Cutadapt,HPC,https://github.com/marcelm/cutadapt,repo,脚本分类: github.com/marcelm/cutadapt
鲲鹏,297,hyphy,HPC,https://github.com/veg/hyphy,repo,脚本分类: github.com/veg/hyphy
鲲鹏,298,minimap2,HPC,https://github.com/lh3/minimap2,repo,脚本分类: github.com/lh3/minimap2
鲲鹏,299,mummer,HPC,https://github.com/mummer4/mummer,repo,脚本分类: github.com/mummer4/mummer
鲲鹏,300,salmon,HPC,https://github.com/combine-lab/salmon,repo,脚本分类: github.com/combine-lab/salmon
鲲鹏,301,SoftSV,HPC,https://sourceforge.net/projects/softsv/,repo,脚本分类: sourceforge.net/projects/softsv
鲲鹏,302,smcpp,HPC,https://github.com/popgenmethods/smcpp,repo,脚本分类: github.com/popgenmethods/smcpp
鲲鹏,303,glean,HPC,https://sourceforge.net/projects/glean-gene/,repo,脚本分类: sourceforge.net/projects/glean-gene
鲲鹏,304,trimal,HPC,https://github.com/inab/trimal,repo,脚本分类: github.com/inab/trimal
鲲鹏,305,mrbayes,HPC,https://github.com/nbisweden/mrbayes,repo,脚本分类: github.com/nbisweden/mrbayes
鲲鹏,306,VaPoR,HPC,https://github.com/connor-lab/vapor,repo,脚本分类: github.com/connor-lab/vapor
鲲鹏,307,fastx_toolkit,HPC,https://github.com/agordon/fastx_toolkit,repo,脚本分类: github.com/agordon/fastx_toolkit
鲲鹏,308,seqwish,HPC,https://github.com/ekg/seqwish,repo,脚本分类: github.com/ekg/seqwish
鲲鹏,309,seqkit,HPC,https://github.com/shenwei356/seqkit,repo,脚本分类: github.com/shenwei356/seqkit
鲲鹏,310,MCscanX,HPC,https://github.com/wyp1125/mcscanx,repo,脚本分类: github.com/wyp1125/mcscanx
鲲鹏,311,bioawk,HPC,https://github.com/lh3/bioawk,repo,脚本分类: github.com/lh3/bioawk
鲲鹏,312,Mrtrix,HPC,https://github.com/MRtrix3/mrtrix3,repo,脚本分类: github.com/MRtrix3/mrtrix3
鲲鹏,313,psmc,HPC,https://github.com/lh3/psmc,repo,脚本分类: github.com/lh3/psmc
鲲鹏,314,metaeuk,HPC,https://github.com/soedinglab/metaeuk,repo,脚本分类: github.com/soedinglab/metaeuk
鲲鹏,315,gnuplot,HPC,https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/,repo,脚本分类: sourceforge.net/p/gnuplot
鲲鹏,316,MNE-python,HPC,https://github.com/mne-tools/mne-python,repo,脚本分类: github.com/mne-tools/mne-python
鲲鹏,317,centrifuge,HPC,https://github.com/DaehwanKimLab/centrifuge,repo,脚本分类: github.com/DaehwanKimLab/centrifuge
鲲鹏,318,ClipKIT,HPC,https://github.com/jlsteenwyk/clipkit,repo,脚本分类: github.com/jlsteenwyk/clipkit
鲲鹏,319,idba,HPC,https://github.com/loneknightpy/idba,repo,脚本分类: github.com/loneknightpy/idba
鲲鹏,320,samblaster,HPC,https://github.com/gregoryfaust/samblaster,repo,脚本分类: github.com/gregoryfaust/samblaster
鲲鹏,321,SVseq2,HPC,https://sourceforge.net/projects/svseq2/files/svseq2_2/,repo,脚本分类: sourceforge.net/projects/svseq2
鲲鹏,322,BayesTyper,HPC,https://github.com/bioinformatics-centre/bayestyper,repo,脚本分类: github.com/bioinformatics-centre/bayestyper
鲲鹏,323,Graphtyper2,HPC,https://github.com/decodegenetics/graphtyper,repo,脚本分类: github.com/decodegenetics/graphtyper
鲲鹏,324,TensorRT,HPC,https://github.com/nvidia/tensorrt,repo,脚本分类: github.com/nvidia/tensorrt
鲲鹏,325,jvarkit,HPC,https://github.com/lindenb/jvarkit,repo,脚本分类: github.com/lindenb/jvarkit
鲲鹏,326,Meraculous,HPC,https://jgi.doe.gov/data-and-tools/meraculous/,repo,LLM分类: JGI开发的单一基因组组装器
鲲鹏,327,RepeatScout,HPC,https://github.com/dfam-consortium/repeatscout,repo,脚本分类: github.com/dfam-consortium/repeatscout
鲲鹏,328,MOPAC,HPC,https://github.com/openmopac/mopac,repo,脚本分类: github.com/openmopac/mopac
鲲鹏,329,Yambo,HPC,http://www.yambo-code.org/,repo,LLM分类: 单一电子结构计算软件(yambo-code.org)
鲲鹏,330,Cubep3m,HPC,https://github.com/jharno/cubep3m,repo,脚本分类: github.com/jharno/cubep3m
鲲鹏,331,SWAN,HPC,https://swanmodel.sourceforge.io/,repo,脚本分类: swanmodel.sourceforge (project site)
鲲鹏,332,dnacopy,HPC,https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html,repo,脚本分类: bioconductor.org package: DNAcopy
鲲鹏,333,metapod,HPC,https://bioconductor.org/packages/3.20/bioc/html/metapod.html,repo,脚本分类: bioconductor.org package: metapod
鲲鹏,334,geneselectmmd,HPC,https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html,repo,脚本分类: bioconductor.org package: GeneSelectMMD
鲲鹏,335,maigespack,HPC,https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html,repo,脚本分类: bioconductor.org package: maigesPack
鲲鹏,336,fastseg,HPC,https://bioconductor.org/packages/3.20/bioc/html/fastseg.html,repo,脚本分类: bioconductor.org package: fastseg
鲲鹏,337,batchelor,HPC,https://bioconductor.org/packages/3.20/bioc/html/batchelor.html,repo,脚本分类: bioconductor.org package: batchelor
鲲鹏,338,methylkit,HPC,https://bioconductor.org/packages/3.20/bioc/html/methylKit.html,repo,脚本分类: bioconductor.org package: methylKit
鲲鹏,339,monocle,HPC,https://bioconductor.org/packages/3.20/bioc/html/monocle.html,repo,脚本分类: bioconductor.org package: monocle
鲲鹏,340,biovizbase,HPC,https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html,repo,脚本分类: bioconductor.org package: biovizBase
鲲鹏,341,genomation,HPC,https://bioconductor.org/packages/3.20/bioc/html/genomation.html,repo,脚本分类: bioconductor.org package: genomation
鲲鹏,342,kebabs,HPC,https://bioconductor.org/packages/3.20/bioc/html/kebabs.html,repo,脚本分类: bioconductor.org package: kebabs
鲲鹏,343,Doris,大数据,https://github.com/apache/doris,repo,脚本分类: github.com/apache/doris
鲲鹏,344,Cubefs,分布式存储,https://github.com/cubefs/cubefs,repo,脚本分类: github.com/cubefs/cubefs
鲲鹏,345,fuse,分布式存储,"fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux",repo,脚本分类: github.com/cubefs/cubefs
鲲鹏,346,Milvus,数据库,https://github.com/milvus-io/milvus,repo,脚本分类: github.com/milvus-io/milvus
鲲鹏,347,OceanBase,数据库,https://github.com/oceanbase/oceanbase,repo,脚本分类: github.com/oceanbase/oceanbase
鲲鹏,348,O3DE,虚拟化,https://github.com/o3de/o3de,repo,脚本分类: github.com/o3de/o3de
